Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
29 JUN 2026,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,29 JUN 2026,               5.00,          35286502,            197.40,     6966261224.85 
29 JUN 2026,21STCENMGM,EQ,21ST CENTURY MGMT SERVICE,Listed    ,29 JUN 2026,              10.00,          10500000,             32.60,      342300000.00
29 JUN 2026,360ONE,EQ,360 ONE WAM LIMITED      ,Listed    ,29 JUN 2026,               1.00,         405915969,           1089.80,   442367223016.20    
29 JUN 2026,3BBLACKBIO,EQ,3B BLACKBIO DX LTD.      ,Permitted ,29 JUN 2026,              10.00,           8582670,           1173.80,    10074338046.00
29 JUN 2026,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,29 JUN 2026,              10.00,         207396267,             17.25,     3575511643.10 
29 JUN 2026,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,29 JUN 2026,              10.00,          11265070,          32710.00,   368480439700.00   
29 JUN 2026,3PLAND,EQ,3P LAND HOLDINGS LIMITED ,Listed    ,29 JUN 2026,               2.00,          18000000,             31.80,      572220000.00    
29 JUN 2026,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,29 JUN 2026,              10.00,          46882257,            351.05,    16458016319.85    
29 JUN 2026,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,29 JUN 2026,               2.00,          46078537,            656.65,    30257471321.05   
29 JUN 2026,A2ZINFRA,EQ,A2Z INFRA ENGINEERING LTD,Listed    ,29 JUN 2026,              10.00,         176119858,             13.75,     2421648047.50  
29 JUN 2026,AAATECH,EQ,AAA TECHNOLOGIES LIMITED ,Listed    ,29 JUN 2026,              10.00,          12826800,             94.20,     1208156292.00   
29 JUN 2026,AADHARHFC,EQ,AADHAR HOUSING FINANCE L ,Listed    ,29 JUN 2026,              10.00,         434836463,            518.75,   225571415181.25 
29 JUN 2026,AAKAAR,SM,AAKAAR MEDICAL TECHNO LTD,Listed    ,29 JUN 2026,              10.00,          14172816,             74.10,     1050205665.60    
29 JUN 2026,AAKASH,EQ,AAKASH EXPLORATION SER L ,Listed    ,29 JUN 2026,               1.00,         101250000,              8.70,      881887500.00    
29 JUN 2026,AARADHYA,SM,AARADHYA DISPOSAL INDUS L,Listed    ,29 JUN 2026,              10.00,          14138000,             78.00,     1102764000.00  
